id,gender,age,country,days_on_site_in_2016
5310,,25,US,15
5311,F,29,US,39
5312,,21,US,13
5313,M,40,US,7
5314,M,42,US,24
5315,F,34,US,9
5316,,32,US,10
5317,F,48,CA,4
5318,,36,US,8
5319,F,29,US,79
5320,M,53,US,2
5321,F,38,US,31
5322,M,40,CA,14
5323,,46,US,18
5324,F,24,US,5
5325,M,51,US,2
5326,,37,US,2
5327,,50,US,9
5328,,51,US,2
5329,M,40,US,1
5330,M,54,CA,1
5331,,36,US,34
5332,M,27,CA,8
5333,,37,US,12
5334,M,49,US,1
5335,F,52,US,6
5336,M,51,US,5
5337,,27,US,6
5338,F,23,US,4
5339,,43,US,10
5340,F,41,US,19
5341,F,47,US,2
5342,M,23,US,4
5343,M,33,US,3
5344,,52,US,1
5345,M,50,US,13
5346,F,21,US,16
5347,F,28,US,16
5348,M,21,US,6
5349,,53,US,3
5350,F,45,US,8
5351,M,23,US,5
5352,,51,US,3
5353,M,32,US,14
5354,,34,US,3
5355,F,46,US,15
5356,M,36,US,16
5357,F,51,US,6
5358,,24,CA,5
5359,M,33,US,12
5360,F,23,US,3
5361,F,37,US,2
5362,,24,US,1
5363,,53,US,3
5364,F,40,CA,11
5365,F,23,CA,26
5366,F,49,US,10
5367,,37,US,5
5368,M,46,US,56
5369,M,54,US,16
5370,F,25,US,2
5371,F,29,CA,11
5372,F,26,US,2
5373,,29,US,5
5374,F,52,US,8
5375,F,22,US,5
5376,F,40,CA,7
5377,F,41,US,39
5378,F,24,US,8
5379,M,48,US,3
5380,,54,US,7
5381,F,32,US,3
5382,M,43,US,5
5383,M,53,US,32
5384,F,36,US,1
5385,M,54,US,6
5386,,34,US,4
5387,F,41,US,8
5388,M,29,US,15
5389,,38,US,12
5390,M,21,US,16
5391,,49,US,1
5392,F,39,US,17
5393,,23,US,15
5394,,46,US,7
5395,,40,CA,45
5396,F,32,US,20
5397,M,45,US,1
5398,,54,US,1
5399,F,49,US,5
5400,,54,US,7
5401,M,34,US,6
5402,F,45,US,8
5403,M,36,US,1
5404,,42,US,1
5405,,50,US,22
5406,M,43,US,13
5407,,28,US,7
5408,F,24,CA,16
5409,,22,US,15
5410,,52,US,15
5411,M,36,CA,6
5412,M,24,US,10
5413,,29,US,13
5414,M,22,US,37
5415,F,45,US,29
5416,F,35,CA,19
5417,M,28,US,8
5418,M,31,US,13
5419,F,35,US,4
5420,,46,US,4
5421,,50,US,2
5422,F,43,CA,1
5423,F,39,US,7
5424,,51,US,8
5425,F,44,US,4
5426,,53,US,7
5427,,46,US,3
5428,M,40,US,13
5429,F,51,US,43
5430,F,50,US,46
5431,F,54,US,8
5432,M,52,US,10
5433,F,52,US,6
5434,,40,US,2
5435,,34,US,9
5436,F,22,US,2
5437,,49,US,5
5438,M,46,US,18
5439,F,39,US,5
5440,,50,US,1
5441,,36,US,17
5442,F,32,US,7
5443,M,22,CA,14
5444,M,41,US,1
5445,F,48,US,15
5446,,28,US,15
5447,F,25,US,9
5448,,49,US,4
5449,F,34,US,5
5450,F,45,US,15
5451,F,21,US,7
5452,,34,US,20
5453,,34,US,16
5454,,45,US,5
5455,F,43,US,1
5456,,23,US,8
5457,F,42,CA,4
5458,,42,US,21
5459,M,51,US,6
5460,M,26,US,1
5461,,26,US,27
5462,M,48,US,1
5463,M,45,US,1
5464,,29,US,3
5465,M,49,US,1
5466,,36,US,4
5467,F,26,US,1
5468,F,30,US,12
5469,,34,US,2
5470,,41,US,12
5471,F,35,US,2
5472,F,41,US,16
5473,,54,US,9
5474,,48,US,19
5475,,28,CA,3
5476,M,43,US,3
5477,M,23,US,57
5478,F,44,US,8
5479,F,33,US,19
5480,,50,CA,5
5481,,42,CA,12
5482,F,24,US,5
5483,M,31,US,7
5484,F,21,US,3
5485,M,39,US,20
5486,M,27,US,12
5487,F,44,US,11
5488,F,52,US,1
5489,,27,US,2
5490,F,36,US,13
5491,,22,US,12
5492,M,30,US,11
5493,,27,US,7
5494,,25,US,6
5495,,26,US,9
5496,M,27,US,5
5497,F,46,US,14
5498,F,33,US,10
5499,F,28,CA,25
5500,M,35,US,3
5501,F,30,US,29
5502,,39,US,5
5503,M,33,US,39
5504,,32,US,2
5505,,39,US,33
5506,F,50,US,3
5507,F,34,US,1
5508,M,24,US,11
5509,,43,US,3
5510,F,37,US,12
5511,M,47,US,1
5512,,29,US,28
5513,M,46,US,6
5514,M,41,US,9
5515,F,39,US,5
5516,,48,US,10
5517,F,24,US,1
5518,,37,US,3
5519,F,36,US,7
5520,F,42,US,20
5521,F,24,US,15
5522,M,22,US,11
5523,,32,US,3
5524,F,53,US,19
5525,M,27,US,6
5526,F,28,CA,10
5527,,44,US,3
5528,,42,US,5
5529,M,44,US,1
5530,F,44,US,7
5531,,21,US,3
5532,M,49,US,1
5533,,31,US,9
5534,F,47,US,11
5535,,22,US,2
5536,M,33,US,24
5537,M,47,US,9
5538,M,25,US,4
5539,M,32,US,13
5540,F,54,US,16
5541,F,52,US,7
5542,F,48,US,12
5543,,46,US,8
5544,F,26,US,3
5545,,32,US,1
5546,F,38,US,20
5547,,24,US,17
5548,M,24,US,6
5549,,28,US,12
5550,,32,US,5
5551,,47,US,9
5552,,29,US,1
5553,,36,US,4
5554,F,54,US,1
5555,,30,US,13
5556,F,29,CA,2
5557,,38,US,15
5558,,40,US,15
5559,F,37,US,15
5560,F,32,US,5
5561,M,42,US,7
5562,M,41,US,4
5563,M,26,US,9
5564,M,28,US,10
5565,F,42,US,4
5566,M,34,US,9
5567,M,24,US,1
5568,M,33,US,19
5569,F,39,US,2
5570,,53,US,6
5571,,21,US,5
5572,M,45,US,2
5573,F,24,US,6
5574,,39,US,4
5575,M,33,US,24
5576,M,41,CA,14
5577,F,22,US,39
5578,F,50,CA,4
5579,M,29,US,18
5580,M,41,US,8
5581,F,24,US,13
5582,F,48,US,3
5583,,38,CA,18
5584,M,34,US,6
5585,F,51,US,2
5586,M,28,US,15
5587,F,52,US,3
5588,F,54,US,17
5589,M,33,US,1
5590,,39,US,6
5591,F,27,US,4
5592,,39,US,14
5593,F,39,US,4
5594,,38,US,12
5595,F,49,US,2
5596,F,35,US,1
5597,F,37,US,2
5598,,51,US,14
5599,,41,US,17
5600,,36,CA,2
5601,M,51,US,5
5602,,40,US,4
5603,M,54,US,26
5604,F,48,US,31
5605,M,40,US,8
5606,M,21,CA,15
5607,M,32,CA,3
5608,,28,US,20
5609,M,36,US,1
5610,,50,US,4
5611,M,22,US,6
5612,M,33,US,6
5613,M,39,US,1
5614,M,33,US,8
5615,,38,US,4
5616,M,40,US,1
5617,F,24,US,13
5618,M,30,US,30
5619,F,47,US,1
5620,,43,US,13
5621,F,23,US,1
5622,F,24,US,13
5623,F,51,US,1
5624,F,54,US,3
5625,,23,US,3
5626,F,34,US,9
5627,M,44,US,1
5628,F,54,US,11
5629,,28,US,13
5630,F,46,US,9
5631,M,24,US,11
5632,,29,US,2
5633,,46,US,15
5634,M,33,US,14
5635,,21,US,2
5636,M,25,US,61
5637,,49,US,1
5638,,45,US,8
5639,M,29,US,19
5640,,48,US,12
5641,,34,US,11
5642,M,53,US,2
5643,,24,US,16
5644,M,54,CA,5
5645,M,24,US,14
5646,,39,US,15
5647,,30,US,7
5648,M,29,US,23
5649,M,34,US,3
5650,F,31,US,5
5651,M,36,US,3
5652,F,47,US,13
5653,,40,US,5
5654,M,43,US,18
5655,M,47,US,5
5656,,48,US,7
5657,M,40,US,5
5658,,24,US,23
5659,M,29,US,11
5660,F,24,US,7
5661,,31,CA,15
5662,,22,CA,2
5663,,29,US,12
5664,F,21,US,7
5665,M,22,US,11
5666,,50,US,24
5667,M,44,US,17
5668,M,50,US,8
5669,M,38,US,6
5670,F,36,US,5
5671,F,38,CA,24
5672,M,48,US,15
5673,M,26,CA,5
5674,M,44,US,17
5675,M,41,US,27
5676,F,32,US,1
5677,,53,US,14
5678,M,35,US,10
5679,M,50,US,4
5680,,50,US,7
5681,F,52,US,1
5682,,24,US,5
5683,M,45,US,8
5684,M,51,CA,13
5685,F,48,US,38
5686,,30,US,21
5687,F,34,US,28
5688,M,21,US,15
5689,M,49,US,9
5690,,26,US,3
5691,M,35,US,16
5692,M,22,US,27
5693,,37,US,3
5694,F,36,US,6
5695,,30,US,31
5696,F,27,US,14
5697,M,31,US,4
5698,M,40,US,5
5699,M,31,US,2
5700,F,28,US,6
5701,F,44,US,14
5702,F,54,US,13
5703,F,30,US,9
5704,F,50,US,12
5705,,26,US,15
5706,,34,US,9
5707,F,37,US,13
5708,M,41,US,5
5709,F,29,US,3
5710,M,30,US,8
5711,M,35,US,1
5712,M,26,US,1
5713,F,26,US,3
5714,F,25,US,19
5715,F,41,CA,3
5716,F,46,US,10
5717,,33,US,5
5718,F,24,CA,1
5719,M,26,CA,2
5720,F,38,US,5
5721,M,25,US,21
5722,M,40,US,22
5723,,44,US,12
5724,M,36,US,1
5725,F,42,US,10
5726,F,23,US,6
5727,F,35,US,8
5728,,44,CA,4
5729,F,29,US,8
5730,F,39,US,6
5731,M,44,CA,14
5732,,39,US,9
5733,,53,US,1
5734,F,22,US,4
5735,,30,US,12
5736,M,37,US,1
5737,,25,US,35
5738,,36,US,9
5739,F,30,US,11
5740,,48,US,3
5741,F,29,CA,6
5742,M,23,US,13
5743,F,32,US,3
5744,,39,US,3
5745,F,51,US,10
5746,F,47,CA,17
5747,,24,US,5
5748,F,37,US,2
5749,,47,US,7
5750,M,52,US,12
5751,,48,US,3
5752,M,40,US,6
5753,M,46,US,1
5754,M,41,US,4
5755,M,44,US,12
5756,F,33,US,3
5757,,23,US,7
5758,M,44,US,13
5759,F,37,US,2
5760,,46,US,3
5761,F,44,US,2
5762,M,45,US,1
5763,,27,US,6
5764,M,52,US,10
5765,,31,US,27
5766,M,23,US,12
5767,M,22,CA,5
5768,M,42,CA,1
5769,M,51,US,1
5770,M,36,US,3
5771,F,39,US,2
5772,F,38,US,18
5773,F,21,US,8
5774,,30,US,10
5775,F,52,US,9
5776,F,44,US,2
5777,F,34,US,4
5778,M,38,US,17
5779,M,40,CA,2
5780,,30,US,33
5781,,22,US,11
5782,F,43,US,23
5783,M,41,US,1
5784,,52,US,5
5785,F,45,US,7
5786,,25,US,2
5787,M,48,US,11
5788,,54,US,8
5789,F,51,US,22
5790,,52,US,2
5791,M,29,US,7
5792,M,21,US,5
5793,,26,US,11
5794,M,52,US,17
5795,M,43,US,7
5796,F,31,US,8
5797,F,34,US,8
5798,M,37,US,2
5799,M,48,US,3
5800,M,54,CA,47
5801,,42,US,17
5802,M,45,US,2
5803,M,53,US,3
5804,,26,US,2
5805,F,39,US,9
5806,,24,CA,3
5807,,32,US,1
5808,F,31,US,2
5809,,48,US,1
5810,,46,US,7
5811,M,38,US,3
5812,,30,US,6
5813,F,38,US,6
5814,,23,CA,11
5815,F,28,US,5
5816,,37,US,8
5817,F,54,US,10
5818,M,36,US,4
5819,F,36,US,21
5820,M,33,US,22
5821,,51,US,5
5822,M,50,US,3
5823,F,24,US,3
5824,F,54,US,2
5825,F,54,US,3
5826,,54,US,1
5827,F,31,US,4
5828,M,36,CA,14
5829,,42,US,2
5830,,27,US,1
5831,,52,US,22
5832,,49,US,1
5833,F,43,US,2
5834,F,39,US,9
5835,F,33,US,24
5836,,32,US,3
5837,,44,US,8
5838,,26,US,1
5839,M,52,US,9
5840,M,49,CA,15
5841,M,48,US,2
5842,M,24,US,5
5843,F,34,US,18
5844,,49,US,10
5845,,53,US,16
5846,M,31,US,7
5847,,32,US,11
5848,M,33,US,12
5849,F,32,US,3
5850,F,42,US,3
5851,M,27,US,25
5852,F,23,US,7
5853,F,39,US,8
5854,M,52,US,3
5855,,27,US,23
5856,,25,US,11
5857,M,33,US,1
5858,M,40,US,8
5859,F,45,US,4
5860,,52,US,3
5861,M,45,US,5
5862,M,24,US,1
5863,M,46,US,6
5864,,51,US,4
5865,,42,US,20
5866,,54,US,3
5867,M,42,US,18
5868,,22,US,8
5869,,22,US,2
5870,F,41,US,8
5871,M,43,US,21
5872,,48,US,1
5873,,53,US,19
5874,F,43,US,6
5875,F,49,US,10
5876,,37,US,34
5877,,27,US,6
5878,M,22,US,14
5879,F,52,US,11
5880,,31,US,14
5881,M,43,US,12
5882,M,26,US,17
5883,M,26,US,6
5884,F,43,US,11
5885,F,43,US,2
5886,M,50,US,14
5887,M,22,US,16
5888,F,46,US,10
5889,F,53,US,13
5890,F,32,US,7
5891,M,21,US,8
5892,F,40,US,15
5893,M,33,US,4
5894,,51,CA,11
5895,,29,US,5
5896,,52,US,12
5897,M,37,US,4
5898,M,44,US,2
5899,F,26,US,9
5900,,26,CA,2
5901,F,54,US,8
5902,M,45,US,4
5903,M,36,US,9
5904,,48,US,10
5905,,50,US,11
5906,M,47,US,3
5907,,52,US,3
5908,M,43,US,12
5909,F,25,US,4
5910,F,21,US,15
5911,,27,US,3
5912,M,25,US,2
5913,,25,US,3
5914,F,21,US,3
5915,M,28,US,16
5916,M,27,CA,23
5917,M,46,US,12
5918,M,45,US,1
5919,M,30,US,4
5920,M,25,US,6
5921,,47,US,3
5922,,38,US,13
5923,M,53,US,3
5924,,27,US,1
5925,F,28,US,8
5926,M,36,US,1
5927,,53,US,2
5928,,31,US,10
5929,F,32,CA,1
5930,,34,US,1
5931,F,38,US,23
5932,,21,US,12
5933,F,52,US,10
5934,F,33,US,25
5935,M,29,US,19
5936,,47,CA,9
5937,M,38,US,5
5938,M,38,US,1
5939,,45,US,4
5940,F,21,US,16
5941,F,45,US,12
5942,M,24,US,2
5943,F,43,US,34
5944,M,52,US,3
5945,,37,US,2
5946,M,29,US,29
5947,,24,US,6
5948,F,50,US,4
5949,F,26,US,43
5950,F,51,US,5
5951,M,39,CA,37
5952,F,25,US,14
5953,,25,US,6
5954,F,31,US,7
5955,,25,US,3
5956,F,34,US,21
5957,F,40,US,2
5958,M,28,US,16
5959,M,33,US,7
5960,M,30,US,4
5961,M,45,US,1
5962,M,38,US,7
5963,M,36,US,7
5964,,42,US,7
5965,,52,US,3
5966,F,32,US,3
5967,M,38,US,16
5968,,51,US,17
5969,M,32,US,1
5970,,54,US,2
5971,F,52,US,40
5972,M,41,US,13
5973,M,50,US,15
5974,,42,US,1
5975,F,29,CA,12
5976,F,48,CA,7
5977,M,38,US,1
5978,M,45,US,12
5979,,26,US,22
5980,M,51,US,6
5981,M,35,US,3
5982,M,54,US,9
5983,F,24,CA,9
5984,,48,US,15
5985,M,21,US,11
5986,M,29,CA,30
5987,F,31,US,1
5988,,23,US,9
5989,M,41,US,4
5990,,26,US,25
5991,M,31,US,9
5992,,32,CA,1
5993,,22,US,13
5994,,45,CA,13
5995,M,33,US,1
5996,,21,US,40
5997,F,27,US,3
5998,M,25,US,10
5999,,43,CA,4
6000,,35,US,7
6001,F,44,US,3
6002,F,48,CA,2
6003,M,33,US,6
6004,M,31,US,4
6005,M,34,US,17
6006,M,37,US,46
6007,,37,US,11
6008,F,38,US,10
6009,F,38,US,15
6010,F,29,US,16
6011,F,45,US,1
6012,M,43,US,5
6013,M,47,US,5
6014,F,21,US,5
6015,M,29,US,1
6016,F,22,US,5
6017,M,43,CA,8
6018,,53,US,6
6019,M,53,US,15
6020,M,23,US,10
6021,,36,US,11
6022,,34,US,50
6023,M,34,US,30
6024,,47,US,6
6025,M,48,US,8
6026,F,44,US,2
6027,F,24,US,2
6028,M,34,US,2
6029,M,31,US,33
6030,M,24,US,3
6031,,30,US,1
6032,,23,US,2
6033,F,47,US,9
6034,M,39,US,14
6035,F,33,US,3
6036,,51,CA,4
6037,M,48,US,4
6038,M,46,US,50
6039,M,51,CA,15
6040,,25,CA,5
6041,M,50,US,16
6042,M,34,CA,2
6043,M,31,US,3
6044,F,24,US,6
6045,F,50,US,13
6046,,47,US,9
6047,,25,US,15
6048,,29,US,21
6049,F,22,US,5
6050,M,48,US,9
6051,M,53,CA,6
6052,,22,CA,37
6053,F,50,US,7
6054,M,49,US,13
6055,,54,US,1
6056,F,31,US,5
6057,M,46,US,20
6058,F,25,US,22
6059,,24,CA,8
6060,,24,US,33
6061,F,22,US,21
6062,,25,CA,5
6063,M,45,US,3
6064,M,46,CA,6
6065,M,27,US,7
6066,,26,US,7
6067,F,52,US,1
6068,M,29,US,13
6069,M,34,CA,8
6070,M,44,US,13
6071,,46,US,1
6072,M,34,US,15
6073,M,39,US,20
6074,M,53,US,1
6075,F,31,US,8
6076,,30,US,3
6077,F,53,US,14
6078,F,45,US,4
6079,M,38,US,1
6080,F,48,US,6
6081,F,32,US,5
6082,M,36,US,10
6083,F,38,US,1
6084,,37,US,1
6085,,50,US,3
6086,M,53,CA,6
6087,F,29,US,2
6088,F,51,US,8
6089,F,47,US,27
6090,M,25,US,3
6091,,36,US,13
6092,M,22,US,4
6093,F,50,US,7
6094,M,40,US,15
6095,F,36,US,16
6096,,39,CA,4
6097,F,38,US,2
6098,,33,US,9
6099,,25,US,5
6100,,27,US,35
6101,M,38,US,5
6102,F,28,US,3
6103,F,27,US,3
6104,F,21,US,1
6105,,50,US,8
6106,,52,US,12
6107,F,29,US,21
6108,M,36,US,7
6109,F,40,US,1
6110,M,22,US,19
6111,,36,US,9
6112,M,50,US,15
6113,M,29,US,5
6114,F,50,US,21
6115,,38,US,14
6116,,48,US,11
6117,F,23,US,8
6118,F,48,CA,18
6119,M,31,US,9
6120,F,27,US,3
6121,F,36,US,6
6122,,23,US,20
6123,F,48,US,16
6124,F,48,US,4
6125,M,40,US,14
6126,F,42,US,41
6127,,23,US,13
6128,M,30,US,8
6129,M,32,US,30
6130,F,46,US,11
6131,M,53,US,36
6132,M,34,US,5
6133,M,24,US,7
6134,F,36,US,10
6135,F,49,CA,12
6136,,51,US,3
6137,F,37,US,8
6138,F,44,US,3
6139,F,53,US,16
6140,,38,US,18
6141,M,22,US,28
6142,,27,CA,3
6143,F,33,US,6
6144,F,42,US,23
6145,,33,US,1
6146,,54,CA,1
6147,F,38,US,1
6148,F,36,US,4
6149,M,25,US,37
6150,,21,CA,7
6151,M,47,US,13
6152,M,40,US,6
6153,M,21,US,3
6154,M,40,US,4
6155,M,43,US,4
6156,F,34,US,3
6157,M,26,CA,5
6158,,25,US,3
6159,M,37,US,14
6160,,48,US,5
6161,,24,US,20
6162,F,50,US,2
6163,M,35,US,2
6164,M,32,CA,16
6165,F,27,US,15
6166,F,36,US,21
6167,F,48,US,2
6168,,38,US,2
6169,,50,US,4
6170,F,53,US,4
6171,,24,US,5
6172,M,44,US,14
6173,,35,US,5
6174,M,35,US,8
6175,M,33,US,10
6176,M,32,US,7
6177,,30,US,1
6178,F,40,US,5
6179,M,39,US,5
6180,M,45,US,4
6181,M,42,US,5
6182,F,32,US,5
6183,,52,US,21
6184,,25,US,9
6185,,51,US,18
6186,M,26,US,23
6187,M,45,US,3
6188,,36,US,14
6189,F,51,US,19
6190,F,43,US,36
6191,M,22,US,5
6192,M,34,CA,12
6193,F,39,US,8
6194,,29,US,4
6195,,33,US,11
6196,M,45,US,2
6197,,34,US,4
6198,F,52,US,16
6199,,35,US,23
6200,,34,US,4
6201,M,43,CA,6
6202,F,25,US,13
6203,F,21,US,6
6204,F,26,US,4
6205,M,54,US,7
6206,F,47,US,6
6207,M,48,US,56
6208,,24,US,1
6209,F,46,US,6
6210,,28,US,26
6211,,23,US,9
6212,F,51,US,2
6213,F,39,US,6
6214,F,43,US,15
6215,M,45,US,4
6216,F,42,US,3
6217,F,51,US,3
6218,,28,CA,6
6219,M,46,US,4
6220,M,52,US,4
6221,,42,US,10
6222,,44,US,6
6223,F,38,CA,11
6224,M,52,US,11
6225,F,30,US,7
6226,,29,US,4
6227,,47,US,35
6228,,28,CA,5
6229,,37,US,5
6230,M,46,US,16
6231,F,33,US,8
6232,F,53,US,14
6233,M,41,US,27
6234,,42,US,1
6235,F,53,US,5
6236,M,53,US,8
6237,M,47,US,4
6238,,30,US,17
6239,F,38,US,4
6240,F,50,US,3
6241,,35,US,10
6242,,48,US,12
6243,M,49,US,6
6244,,45,US,4
6245,,53,US,17
6246,M,41,US,11
6247,F,22,US,3
6248,,37,US,18
6249,,32,US,10
6250,M,21,US,6
6251,M,36,US,8
6252,M,42,CA,15
6253,M,47,US,2
6254,M,50,US,12
6255,F,45,CA,1
6256,M,49,US,9
6257,M,49,US,42
6258,,31,US,9
6259,M,32,CA,27
6260,M,36,CA,22
6261,F,25,US,26
6262,F,39,US,6
6263,,46,US,8
6264,M,27,US,32
6265,F,50,US,1
6266,M,35,US,14
6267,M,41,US,16
6268,M,47,US,17
6269,F,38,US,2
6270,F,33,US,6
6271,F,49,US,7
6272,F,44,US,17
6273,,36,US,4
6274,,37,US,1
6275,M,53,US,1
6276,M,21,US,4
6277,M,47,US,11
6278,,35,US,35
6279,,26,US,1
6280,F,48,US,2
6281,F,42,US,8
6282,F,25,US,9
6283,M,48,US,11
6284,M,53,US,3
6285,,36,US,4
6286,F,52,US,15
6287,F,41,US,33
6288,F,48,US,1
6289,,40,US,12
6290,F,28,US,2
6291,F,32,US,18
6292,F,46,US,6
6293,,36,US,6
6294,F,32,US,31
6295,,21,CA,12
6296,,33,US,26
6297,M,43,US,25
6298,F,31,CA,20
6299,,48,US,13
6300,M,46,US,24
6301,M,49,US,1
6302,,25,US,18
6303,,52,US,2
6304,,54,US,5
6305,F,31,US,13
6306,,21,US,5
6307,F,33,US,5
6308,M,38,US,5
6309,,41,US,6
6310,F,44,US,17
6311,,24,US,2
6312,F,36,US,1
6313,F,51,US,2
6314,M,35,US,10
6315,,52,US,1
6316,,48,US,4
6317,,54,US,1
6318,F,41,US,2
6319,F,34,US,8
6320,,26,US,6
6321,F,29,CA,7
6322,,31,US,9
6323,F,28,US,1
6324,M,40,US,16
6325,M,21,US,13
6326,M,32,US,4
6327,,41,US,12
6328,F,35,US,3
6329,M,53,US,14
6330,F,42,US,4
6331,,44,US,15
6332,,32,US,17
6333,F,22,US,4
6334,,47,US,2
6335,M,24,US,15
6336,,33,CA,13
6337,F,34,US,6
6338,M,48,CA,5
6339,F,53,US,1
6340,,24,US,3
6341,M,32,US,7
6342,M,33,US,8
6343,M,50,US,9
6344,,24,US,5
6345,M,48,US,10
6346,,34,US,1
6347,M,22,US,1
6348,,48,US,5
6349,F,28,US,5
6350,,50,CA,4
6351,F,35,US,3
6352,,50,US,4
6353,F,27,US,12
6354,M,21,US,3
6355,F,42,US,3
6356,F,53,US,9
6357,F,25,US,10
6358,M,25,US,7
6359,,51,CA,17
6360,,28,CA,8
6361,,21,US,3
6362,,26,US,3
6363,,25,US,17
6364,F,22,US,2
6365,,34,US,32
6366,F,47,US,12
6367,M,36,US,8
6368,M,53,US,1
6369,,23,US,5
6370,,34,CA,1
6371,,31,US,37
6372,,27,US,1
6373,F,25,US,2
6374,M,46,US,3
6375,F,26,US,16
6376,F,33,CA,15
6377,,52,US,25
6378,,32,US,15
6379,F,36,US,9
6380,F,25,US,3
6381,M,28,US,4
6382,M,22,US,2
6383,,54,CA,28
6384,,38,CA,1
6385,F,37,CA,2
6386,,26,US,2
6387,M,53,US,27
6388,M,33,US,31
6389,M,25,US,15
6390,,22,US,2
6391,M,38,US,3
6392,,21,US,29
6393,,50,US,5
6394,M,23,US,2
6395,M,45,US,7
6396,M,22,US,10
6397,F,29,US,18
6398,,48,US,35
6399,F,22,US,18
6400,M,52,CA,13
6401,F,28,US,27
6402,,51,US,1
6403,,25,US,2
6404,M,34,US,42
6405,,33,US,16
6406,F,30,US,1
6407,F,52,US,10
6408,M,48,US,2
6409,M,52,US,41
6410,F,28,US,6
6411,,49,US,11
6412,,30,US,11
6413,M,51,US,1
6414,,22,US,7
6415,F,36,US,18
6416,F,41,CA,30
6417,M,46,US,3
6418,,29,CA,7
6419,F,23,US,29
6420,M,35,US,1
6421,F,29,US,4
6422,M,41,US,2
6423,,53,US,3
6424,F,48,US,19
6425,F,39,US,9
6426,M,47,US,2
6427,,46,US,3
6428,M,52,US,14
6429,F,26,US,3
6430,M,33,US,12
6431,,48,US,85
6432,M,40,US,18
6433,,23,US,4
6434,,33,US,19
6435,M,46,US,20
6436,M,44,US,19
6437,,42,US,8
6438,F,21,US,22
6439,M,32,US,1
6440,F,31,US,3
6441,F,45,US,5
6442,,28,US,2
6443,M,43,US,6
6444,,26,US,4
6445,F,50,US,8
6446,,45,US,4
6447,M,24,US,7
6448,,38,CA,4
6449,F,41,US,19
6450,M,47,US,17
6451,F,26,US,8
6452,F,27,US,15
6453,M,52,US,5
6454,F,41,CA,16
6455,F,38,US,9
6456,,40,US,3
6457,M,41,US,17
6458,M,38,US,7
6459,F,40,US,4
6460,F,26,US,9
6461,M,30,US,12
6462,F,38,US,24
6463,,29,US,11
6464,F,21,US,4
6465,,40,US,1
6466,M,52,US,4
6467,M,49,US,5
6468,F,21,US,32
6469,M,46,US,3
6470,F,23,CA,4
6471,M,22,US,1
6472,F,32,US,23
6473,,53,US,6
6474,M,29,US,1
6475,F,24,US,4
6476,M,24,US,3
6477,F,52,US,1
6478,,21,US,15
6479,F,36,US,7
6480,,29,US,1
6481,M,45,US,14
6482,,52,US,1
6483,M,48,US,8
6484,M,49,US,6
6485,M,29,US,16
6486,F,35,US,3
6487,,34,US,18
6488,F,26,US,19
6489,F,24,US,24
6490,,29,US,8
6491,F,37,US,11
6492,M,34,US,7
6493,M,45,US,26
6494,F,24,US,1
6495,,44,US,5
6496,F,35,US,1
6497,,53,US,3
6498,,32,US,19
6499,,49,US,10
6500,M,44,US,2
6501,,50,US,22
6502,,39,US,5
6503,M,50,US,9
6504,M,29,CA,4
6505,,49,US,2
6506,F,52,US,6
6507,,26,US,1
6508,M,45,US,9
6509,,51,US,12
6510,,36,US,5
6511,,37,US,19
6512,M,43,US,14
6513,,53,US,49
6514,,40,US,12
6515,,22,US,11
6516,M,31,US,10
6517,,29,CA,3
6518,F,47,US,15
6519,M,30,US,10
6520,M,34,US,1
6521,F,47,US,8
6522,F,32,US,5
6523,M,50,US,2
6524,,24,US,3
6525,,47,US,1
6526,,29,US,10
6527,,34,US,14
6528,M,25,US,22
6529,,42,US,22
6530,,46,US,4
6531,,22,US,13
6532,F,44,CA,10
6533,M,36,US,1
6534,,37,US,2
6535,M,53,US,1
6536,F,39,US,12
6537,M,31,US,12
6538,,29,CA,4
6539,,53,US,11
6540,,35,US,10
6541,,23,CA,3
6542,,31,US,9
6543,,34,US,6
6544,,43,US,8
6545,M,32,US,1
6546,F,45,US,8
6547,M,54,US,4
6548,,30,US,6
6549,F,43,US,6
6550,M,43,US,26
6551,F,48,US,15
6552,,26,US,1
6553,M,47,US,3
6554,M,30,CA,25
6555,,23,US,4
6556,,25,US,2
6557,M,50,US,6
6558,,37,CA,2
6559,M,28,US,3
6560,,50,US,17
6561,,34,US,20
6562,F,36,US,7
6563,M,46,US,2
6564,,31,CA,5
6565,F,37,US,1
6566,F,21,US,1
6567,M,51,US,5
6568,M,47,CA,26
6569,F,45,US,6
6570,F,41,US,7
6571,F,29,US,3
6572,M,25,US,6
6573,M,50,US,7
6574,F,49,US,10
6575,F,32,US,19
6576,,49,US,14
6577,,51,US,8
6578,F,38,US,6
6579,F,38,US,19
6580,,33,US,5
6581,,44,US,6
6582,F,27,US,1
6583,F,26,US,6
6584,F,51,US,16
6585,,25,US,11
6586,,22,US,14
6587,F,42,US,6
6588,M,22,US,4
6589,M,22,CA,12
6590,,42,US,18
6591,,51,US,8
6592,M,26,US,5
6593,,25,US,1
6594,M,23,US,22
6595,,24,US,6
6596,,37,US,7
6597,M,27,US,3
6598,F,28,US,24
6599,,47,US,3
6600,F,42,US,14
6601,F,31,US,1
6602,,38,US,4
6603,M,36,US,2
6604,,54,US,3
6605,M,31,US,1
6606,M,34,US,12
6607,F,35,CA,3
6608,M,34,US,27
